datetime,wave_height_significant,wave_height_max,wave_period_upx,wave_period_peak,wave_direction,sea_temperature
2023-03-16 02:30:00,0.884,1.63,6.482,11.824,123.0,26.4
2023-03-16 03:00:00,0.857,1.64,6.576,8.932,123.0,26.4
2023-03-16 03:30:00,0.914,1.47,6.797,12.134,126.0,26.4
2023-03-16 04:00:00,0.894,1.43,6.998,9.254,122.0,26.4
2023-03-16 04:30:00,0.936,1.48,6.893,11.973,128.0,26.45
2023-03-16 05:00:00,0.866,1.78,6.719,12.692,119.0,26.5
2023-03-16 05:30:00,0.843,1.31,6.541,10.991,122.0,26.55
2023-03-16 06:00:00,0.796,1.42,5.862,9.304,123.0,26.55
2023-03-16 06:30:00,0.86,1.52,6.247,9.318,120.0,26.55
2023-03-16 07:00:00,0.745,1.28,5.825,9.729,125.0,26.55
2023-03-16 07:30:00,0.832,1.26,6.605,12.57,119.0,26.6
2023-03-16 08:00:00,0.834,1.27,6.369,12.074,109.0,26.65
2023-03-16 08:30:00,0.802,1.33,6.838,11.57,122.0,26.7
2023-03-16 09:00:00,0.801,1.4,6.821,11.934,125.0,26.75
2023-03-16 09:30:00,0.841,1.19,7.255,12.156,116.0,26.8
2023-03-16 10:00:00,0.793,1.24,7.139,9.175,115.0,26.9
2023-03-16 10:30:00,0.803,1.33,6.783,11.516,118.0,27.0
2023-03-16 11:00:00,0.812,1.67,7.142,12.065,120.0,27.05
2023-03-16 11:30:00,0.787,1.3,6.987,8.624,120.0,27.1
2023-03-16 12:00:00,0.727,1.51,6.19,12.045,129.0,27.15
2023-03-16 12:30:00,0.787,1.21,6.349,11.43,129.0,27.1
2023-03-16 13:00:00,0.771,1.3,6.076,11.537,128.0,27.1
2023-03-16 13:30:00,0.812,1.37,5.969,12.117,126.0,27.1
2023-03-16 14:00:00,0.786,1.37,5.532,9.302,132.0,27.1
2023-03-16 14:30:00,0.742,1.17,5.462,8.185,137.0,27.1
2023-03-16 15:00:00,0.738,1.29,5.217,10.241,132.0,27.15
2023-03-16 15:30:00,0.795,1.32,5.077,8.973,137.0,27.1
2023-03-16 16:00:00,0.754,1.41,5.201,10.915,128.0,27.15
2023-03-16 16:30:00,0.702,1.33,4.495,10.431,133.0,27.1
2023-03-16 17:00:00,0.77,1.25,5.022,8.909,125.0,27.1
2023-03-16 17:30:00,0.7,1.2,4.813,9.591,137.0,27.1
2023-03-16 18:00:00,0.704,1.16,4.851,9.772,122.0,27.1
2023-03-16 18:30:00,0.711,1.24,4.983,8.872,125.0,27.15
2023-03-16 19:00:00,0.759,1.46,4.962,9.359,126.0,27.15
2023-03-16 19:30:00,0.718,1.17,4.755,10.844,135.0,27.15
2023-03-16 20:00:00,0.671,1.08,4.651,11.435,128.0,27.1
2023-03-16 20:30:00,0.723,1.29,4.816,12.125,109.0,27.1
2023-03-16 21:00:00,0.675,1.35,4.804,11.382,122.0,27.05
2023-03-16 21:30:00,0.681,1.49,4.803,7.89,123.0,27.05
2023-03-16 22:00:00,0.676,1.22,4.871,12.073,119.0,27.0
2023-03-16 22:30:00,0.704,1.17,5.224,10.631,125.0,26.95
2023-03-16 23:00:00,0.651,1.11,5.145,11.35,125.0,26.9
2023-03-16 23:30:00,0.667,1.3,5.27,8.642,118.0,26.85
2023-03-17 00:00:00,0.682,1.24,5.616,10.729,108.0,26.95
2023-03-17 00:30:00,0.643,1.31,5.191,12.042,111.0,27.0
2023-03-17 01:00:00,0.677,1.12,5.465,11.588,115.0,27.0
2023-03-17 01:30:00,0.714,1.25,5.747,10.841,108.0,26.95
2023-03-17 02:00:00,0.67,1.27,5.081,11.497,115.0,26.95
2023-03-17 02:30:00,0.665,1.19,5.573,10.522,112.0,26.9
2023-03-17 03:00:00,0.659,1.14,5.819,11.442,115.0,26.9
2023-03-17 03:30:00,0.675,1.11,5.711,10.955,115.0,26.9
2023-03-17 04:00:00,0.704,1.29,6.03,12.015,116.0,26.95
2023-03-17 04:30:00,0.66,1.05,5.73,11.489,102.0,26.95
2023-03-17 05:00:00,0.656,1.04,5.741,7.233,111.0,26.9
2023-03-17 05:30:00,0.617,0.99,5.65,11.791,112.0,26.95
2023-03-17 06:00:00,0.653,0.99,6.058,11.477,116.0,26.95
2023-03-17 06:30:00,0.665,0.95,6.314,12.22,99.0,26.9
2023-03-17 07:00:00,0.662,0.99,6.106,11.495,111.0,26.85
2023-03-17 07:30:00,0.647,1.3,6.169,6.628,108.0,26.9
2023-03-17 08:00:00,0.661,1.17,6.154,7.215,90.0,26.9
2023-03-17 08:30:00,0.654,1.06,6.469,7.54,113.0,26.95
2023-03-17 09:00:00,0.665,1.16,6.386,6.817,85.0,27.15
2023-03-17 09:30:00,0.678,1.1,6.478,12.055,113.0,27.5
2023-03-17 10:00:00,0.672,1.21,6.438,7.415,90.0,27.6
2023-03-17 10:30:00,0.735,1.21,6.542,7.31,87.0,27.9
2023-03-17 11:00:00,0.64,1.2,6.421,6.593,77.0,27.95
2023-03-17 11:30:00,0.664,1.2,6.323,6.778,84.0,27.95
2023-03-17 12:00:00,0.673,1.11,6.341,6.533,105.0,28.05
2023-03-17 12:30:00,0.678,1.24,6.318,6.748,87.0,28.0
2023-03-17 13:00:00,0.652,1.24,5.996,6.817,84.0,28.1
2023-03-17 13:30:00,0.677,1.17,5.456,7.065,99.0,27.8
2023-03-17 14:00:00,0.679,1.1,5.329,7.014,87.0,27.8
2023-03-17 14:30:00,0.632,1.14,4.859,6.564,91.0,27.75
2023-03-17 15:00:00,0.658,1.1,5.056,11.021,87.0,27.75
2023-03-17 15:30:00,0.656,1.17,4.919,7.282,83.0,27.65
2023-03-17 16:00:00,,,,,,
2023-03-17 16:30:00,,,,,,
2023-03-17 17:00:00,0.629,1.13,4.894,7.008,,
2023-03-17 17:30:00,0.666,1.12,4.569,6.789,95.0,27.55
2023-03-17 18:00:00,0.611,1.16,4.479,7.228,94.0,27.45
2023-03-17 18:30:00,0.644,1.18,4.753,7.007,95.0,27.45
2023-03-17 19:00:00,0.652,1.21,4.872,6.586,90.0,27.35
2023-03-17 19:30:00,0.622,1.17,4.955,6.555,85.0,27.3
2023-03-17 20:00:00,0.632,1.21,4.986,11.659,126.0,27.25
2023-03-17 20:30:00,0.627,1.0,5.071,6.985,111.0,27.35
2023-03-17 21:00:00,0.639,1.04,5.249,6.829,90.0,27.35
2023-03-17 21:30:00,0.622,0.99,5.316,6.956,84.0,27.4
2023-03-17 22:00:00,0.596,0.94,5.215,6.817,90.0,27.4
2023-03-17 22:30:00,0.592,1.13,4.836,6.553,115.0,27.3
2023-03-17 23:00:00,0.632,0.99,5.171,6.629,92.0,27.2
2023-03-17 23:30:00,0.578,0.99,4.983,6.357,92.0,27.2
2023-03-18 00:00:00,0.637,1.15,5.411,6.774,123.0,27.2
2023-03-18 00:30:00,0.655,1.0,5.435,6.538,80.0,27.2
2023-03-18 01:00:00,0.716,1.14,5.437,6.486,84.0,27.2
2023-03-18 01:30:00,0.7,1.21,5.821,6.74,85.0,27.2
2023-03-18 02:00:00,0.668,1.09,5.453,6.621,81.0,27.2
2023-03-18 02:30:00,0.698,1.13,6.211,6.891,81.0,27.15
2023-03-18 03:00:00,0.7,1.29,5.952,6.583,85.0,27.15
2023-03-18 03:30:00,0.738,1.35,6.103,9.722,97.0,27.15
2023-03-18 04:00:00,0.787,1.26,6.443,6.506,85.0,27.1
2023-03-18 04:30:00,0.774,1.17,6.448,8.469,75.0,27.15
2023-03-18 05:00:00,0.77,1.26,6.725,9.314,81.0,27.15
2023-03-18 05:30:00,0.722,1.29,6.237,8.876,87.0,27.15
2023-03-18 06:00:00,0.776,1.18,6.245,8.424,78.0,27.15
2023-03-18 06:30:00,0.82,1.17,6.31,9.0,73.0,27.15
2023-03-18 07:00:00,0.778,1.37,5.851,8.215,75.0,27.15
2023-03-18 07:30:00,0.798,1.21,5.884,8.876,75.0,27.15
2023-03-18 08:00:00,0.764,1.42,5.852,8.121,80.0,27.15
2023-03-18 08:30:00,0.824,1.37,6.447,9.249,119.0,27.15
2023-03-18 09:00:00,0.857,1.42,6.767,8.873,81.0,27.2
2023-03-18 09:30:00,0.76,1.25,6.99,13.854,84.0,27.25
2023-03-18 10:00:00,0.784,1.27,6.574,7.872,123.0,27.3
2023-03-18 10:30:00,0.74,1.48,6.662,9.308,83.0,27.35
2023-03-18 11:00:00,0.693,1.23,6.572,8.518,75.0,27.5
2023-03-18 11:30:00,0.762,1.41,6.322,7.947,87.0,27.6
2023-03-18 12:00:00,0.791,1.61,6.854,8.865,81.0,27.6
2023-03-18 12:30:00,0.79,1.48,6.817,8.172,73.0,27.7
2023-03-18 13:00:00,0.708,1.01,6.316,9.057,115.0,27.7
2023-03-18 13:30:00,0.742,1.42,6.279,8.922,71.0,27.8
2023-03-18 14:00:00,0.712,1.07,6.161,9.104,74.0,27.8
2023-03-18 14:30:00,0.677,1.17,5.873,8.244,92.0,27.85
2023-03-18 15:00:00,0.747,1.07,6.354,8.387,87.0,27.8
2023-03-18 15:30:00,0.744,1.41,5.866,8.11,80.0,27.8
2023-03-18 16:00:00,0.773,1.3,5.71,7.769,84.0,27.75
2023-03-18 16:30:00,0.87,1.37,6.194,9.015,84.0,27.65
2023-03-18 17:00:00,0.758,1.18,5.715,8.257,83.0,27.7
2023-03-18 17:30:00,0.763,1.25,5.821,7.656,92.0,27.65
2023-03-18 18:00:00,0.769,1.26,5.649,8.855,95.0,27.55
2023-03-18 18:30:00,0.791,1.48,6.142,8.436,95.0,27.45
2023-03-18 19:00:00,0.779,1.27,6.118,7.885,92.0,27.5
2023-03-18 19:30:00,0.797,1.3,6.061,8.804,98.0,27.45
2023-03-18 20:00:00,0.78,1.43,6.205,8.208,91.0,27.4
2023-03-18 20:30:00,0.783,1.22,6.179,8.515,85.0,27.4
2023-03-18 21:00:00,0.725,1.24,5.827,12.145,85.0,27.35
2023-03-18 21:30:00,0.777,1.39,5.656,7.579,129.0,27.25
2023-03-18 22:00:00,0.807,1.25,5.956,8.498,88.0,27.25
2023-03-18 22:30:00,0.823,1.37,6.208,8.795,84.0,27.25
2023-03-18 23:00:00,0.791,1.29,5.867,8.495,87.0,27.25
2023-03-18 23:30:00,0.825,1.26,5.718,8.207,85.0,27.2
2023-03-19 00:00:00,0.849,1.4,5.877,8.171,87.0,27.2
2023-03-19 00:30:00,0.83,1.33,5.747,8.027,94.0,27.2
2023-03-19 01:00:00,0.848,1.3,5.649,7.879,83.0,27.2
2023-03-19 01:30:00,0.847,1.69,5.356,7.827,84.0,27.15
2023-03-19 02:00:00,0.835,1.47,5.39,8.141,80.0,27.2
2023-03-19 02:30:00,0.886,1.38,5.369,7.901,90.0,27.2
2023-03-19 03:00:00,0.9,1.44,5.716,8.14,81.0,27.15
2023-03-19 03:30:00,0.939,1.35,5.912,7.526,78.0,27.15
2023-03-19 04:00:00,0.944,1.58,5.775,7.692,84.0,27.15
2023-03-19 04:30:00,0.906,1.36,5.475,7.788,78.0,27.15
2023-03-19 05:00:00,0.89,1.44,5.635,8.261,74.0,27.15
2023-03-19 05:30:00,0.899,1.54,5.677,7.884,88.0,27.15
2023-03-19 06:00:00,0.858,1.36,5.264,7.604,91.0,27.1
2023-03-19 06:30:00,0.88,1.38,5.415,7.016,88.0,27.1
2023-03-19 07:00:00,0.863,1.33,5.495,13.776,78.0,27.1
2023-03-19 07:30:00,0.891,1.57,5.503,7.814,90.0,27.1
2023-03-19 08:00:00,0.909,1.48,5.567,7.571,122.0,27.1
2023-03-19 08:30:00,0.881,1.34,5.528,13.686,125.0,27.1
2023-03-19 09:00:00,0.909,1.51,5.528,9.794,77.0,27.15
2023-03-19 09:30:00,0.9,1.83,5.65,12.998,125.0,27.25
2023-03-19 10:00:00,0.908,1.58,5.681,7.9,84.0,27.3
2023-03-19 10:30:00,0.946,1.45,6.014,8.052,115.0,27.35
2023-03-19 11:00:00,0.915,1.44,5.815,12.933,119.0,27.45
2023-03-19 11:30:00,0.975,1.8,5.788,8.163,128.0,27.5
2023-03-19 12:00:00,0.972,1.69,5.805,7.317,74.0,27.65
2023-03-19 12:30:00,1.027,1.67,6.037,7.872,73.0,27.7
2023-03-19 13:00:00,1.072,1.91,6.192,8.189,75.0,27.7
2023-03-19 13:30:00,1.099,1.75,6.111,8.104,77.0,27.7
2023-03-19 14:00:00,1.065,1.89,6.114,7.353,75.0,27.7
2023-03-19 14:30:00,1.112,1.92,6.272,7.861,59.0,27.8
2023-03-19 15:00:00,1.139,2.0,6.601,12.749,81.0,27.85
2023-03-19 15:30:00,1.073,1.49,6.343,8.296,128.0,27.85
2023-03-19 16:00:00,1.05,1.8,6.058,8.443,73.0,27.75
2023-03-19 16:30:00,1.058,1.79,5.724,7.633,71.0,27.65
2023-03-19 17:00:00,1.072,1.4,6.036,8.204,75.0,27.7
2023-03-19 17:30:00,1.085,2.03,5.606,7.805,74.0,27.7
2023-03-19 18:00:00,1.066,1.58,5.608,6.772,74.0,27.55
2023-03-19 18:30:00,1.052,1.94,5.321,8.109,73.0,27.45
2023-03-19 19:00:00,1.077,1.95,5.147,7.793,75.0,27.4
2023-03-19 19:30:00,1.156,1.94,5.302,7.812,66.0,27.35
2023-03-19 20:00:00,1.151,2.13,5.25,8.251,75.0,27.3
2023-03-19 20:30:00,1.166,1.89,5.413,7.58,87.0,27.25
2023-03-19 21:00:00,1.262,2.32,5.505,8.526,81.0,27.2
2023-03-19 21:30:00,1.307,2.09,5.189,8.187,80.0,27.2
2023-03-19 22:00:00,1.264,2.48,5.478,7.503,80.0,27.2
2023-03-19 22:30:00,1.393,1.99,5.834,7.529,80.0,27.15
2023-03-19 23:00:00,1.322,2.45,5.57,6.788,80.0,27.2
2023-03-19 23:30:00,1.258,2.09,5.436,6.772,80.0,27.2
2023-03-20 00:00:00,1.322,1.96,5.261,8.464,81.0,27.2
2023-03-20 00:30:00,1.248,2.21,5.258,8.183,77.0,27.15
2023-03-20 01:00:00,1.244,1.91,5.453,8.474,78.0,27.15
2023-03-20 01:30:00,1.368,2.14,5.828,7.794,84.0,27.15
2023-03-20 02:00:00,1.306,2.7,5.477,7.944,84.0,27.15
2023-03-20 02:30:00,1.194,2.27,5.599,8.164,80.0,27.1
2023-03-20 03:00:00,1.27,1.99,5.686,7.855,87.0,27.1
2023-03-20 03:30:00,1.226,2.34,5.61,8.359,84.0,27.1
2023-03-20 04:00:00,1.225,1.87,5.84,7.884,73.0,27.1
2023-03-20 04:30:00,1.31,2.25,5.983,8.174,77.0,27.15
2023-03-20 05:00:00,1.268,2.17,5.569,7.911,77.0,27.15
2023-03-20 05:30:00,1.323,2.31,5.913,8.245,78.0,27.15
2023-03-20 06:00:00,1.263,2.12,5.499,8.978,78.0,27.15
2023-03-20 06:30:00,1.393,2.49,5.659,8.834,85.0,27.1
2023-03-20 07:00:00,1.261,2.34,5.755,8.521,90.0,27.1
2023-03-20 07:30:00,1.312,2.27,5.616,8.847,80.0,27.05
2023-03-20 08:00:00,1.255,2.2,5.542,8.162,85.0,27.05
2023-03-20 08:30:00,1.336,2.08,5.876,8.572,81.0,27.05
2023-03-20 09:00:00,1.394,2.43,5.856,8.734,70.0,27.05
2023-03-20 09:30:00,1.347,2.25,5.822,9.155,77.0,27.05
2023-03-20 10:00:00,1.45,2.64,6.114,8.896,77.0,27.05
2023-03-20 10:30:00,1.384,2.12,5.902,8.835,71.0,27.0
2023-03-20 11:00:00,1.474,2.43,6.517,9.275,75.0,27.0
2023-03-20 11:30:00,1.387,2.32,6.081,9.679,73.0,27.1
2023-03-20 12:00:00,1.404,2.08,6.094,9.092,74.0,27.2
2023-03-20 12:30:00,1.463,2.35,6.123,8.912,68.0,27.3
2023-03-20 13:00:00,1.478,2.51,6.294,9.202,73.0,27.3
2023-03-20 13:30:00,1.405,2.31,5.89,8.6,67.0,27.35
2023-03-20 14:00:00,1.575,2.24,6.544,9.075,71.0,27.45
2023-03-20 14:30:00,1.457,2.28,6.332,8.984,67.0,27.4
2023-03-20 15:00:00,1.512,2.65,6.568,8.773,74.0,27.35
2023-03-20 15:30:00,1.514,2.89,6.436,8.537,73.0,27.35
2023-03-20 16:00:00,1.542,2.63,6.42,8.493,71.0,27.3
2023-03-20 16:30:00,1.515,2.82,6.566,8.118,73.0,27.3
2023-03-20 17:00:00,1.667,2.51,6.58,7.312,81.0,27.3
2023-03-20 17:30:00,1.589,2.96,6.435,8.517,74.0,27.25
2023-03-20 18:00:00,1.547,2.43,5.849,8.165,70.0,27.2
2023-03-20 18:30:00,1.441,2.38,5.651,8.542,70.0,27.3
2023-03-20 19:00:00,1.439,2.45,5.673,8.786,81.0,27.3
2023-03-20 19:30:00,1.571,2.56,6.143,8.57,73.0,27.25
2023-03-20 20:00:00,1.534,2.39,5.723,9.26,77.0,27.3
2023-03-20 20:30:00,1.439,2.19,5.87,8.477,84.0,27.35
2023-03-20 21:00:00,1.433,2.76,5.706,8.559,84.0,27.35
2023-03-20 21:30:00,1.439,2.49,5.452,9.025,85.0,27.35
2023-03-20 22:00:00,1.509,2.73,5.688,9.262,78.0,27.3
2023-03-20 22:30:00,1.4,2.32,5.629,8.153,73.0,27.3
2023-03-20 23:00:00,1.41,2.22,5.41,8.131,80.0,27.25
2023-03-20 23:30:00,1.505,2.7,5.604,8.321,75.0,27.25
2023-03-21 00:00:00,1.534,2.45,5.615,7.906,78.0,27.25
2023-03-21 00:30:00,1.636,2.81,5.353,8.212,70.0,27.25
2023-03-21 01:00:00,1.655,2.85,5.437,8.501,74.0,27.25
2023-03-21 01:30:00,1.67,2.75,5.489,7.667,80.0,27.25
2023-03-21 02:00:00,1.672,2.82,5.204,8.561,75.0,27.25
2023-03-21 02:30:00,1.757,2.92,5.532,8.541,67.0,27.25
2023-03-21 03:00:00,1.779,2.73,5.551,8.552,75.0,27.25
2023-03-21 03:30:00,1.794,3.11,5.566,8.154,78.0,27.2
2023-03-21 04:00:00,1.682,3.0,5.278,8.483,73.0,27.2
2023-03-21 04:30:00,1.673,2.9,5.457,8.151,74.0,27.25
2023-03-21 05:00:00,1.842,3.41,5.062,9.345,80.0,27.35
2023-03-21 05:30:00,1.817,3.3,5.424,9.26,61.0,27.35
2023-03-21 06:00:00,1.949,3.308,5.205,8.897,85.0,27.4
2023-03-21 06:30:00,1.993,3.21,5.579,8.405,80.0,27.35
2023-03-21 07:00:00,1.989,3.148,5.432,6.359,75.0,27.35
2023-03-21 07:30:00,2.019,3.24,5.444,8.162,81.0,27.35
2023-03-21 08:00:00,2.013,3.08,5.621,8.855,95.0,27.35
2023-03-21 08:30:00,1.945,2.98,5.789,8.524,85.0,27.35
2023-03-21 09:00:00,2.001,3.52,5.477,7.514,80.0,27.4
2023-03-21 09:30:00,1.973,3.001,5.689,6.986,77.0,27.4
2023-03-21 10:00:00,1.856,2.94,5.642,6.951,77.0,27.4
2023-03-21 10:30:00,1.761,2.65,5.519,8.414,81.0,27.45
2023-03-21 11:00:00,1.886,2.9,5.355,7.547,80.0,27.45
2023-03-21 11:30:00,1.797,3.63,5.375,9.342,80.0,27.45
2023-03-21 12:00:00,1.714,2.57,5.578,7.402,81.0,27.5
2023-03-21 12:30:00,1.734,2.72,5.882,7.025,78.0,27.55
2023-03-21 13:00:00,1.715,2.64,5.659,8.979,87.0,27.55
2023-03-21 13:30:00,1.609,2.63,5.666,8.486,80.0,27.55
2023-03-21 14:00:00,1.602,2.94,5.581,8.57,80.0,27.55
2023-03-21 14:30:00,1.554,2.74,5.641,7.713,91.0,27.55
2023-03-21 15:00:00,1.602,2.55,5.587,7.008,84.0,27.6
2023-03-21 15:30:00,1.701,2.85,5.83,9.353,83.0,27.6
2023-03-21 16:00:00,1.64,2.84,5.874,8.935,75.0,27.6
2023-03-21 16:30:00,1.727,2.91,5.937,9.29,85.0,27.55
2023-03-21 17:00:00,1.675,2.78,5.795,8.58,85.0,27.55
2023-03-21 17:30:00,1.698,2.77,5.911,7.823,74.0,27.55
2023-03-21 18:00:00,1.652,2.95,5.824,8.821,83.0,27.5
2023-03-21 18:30:00,1.639,2.42,5.856,9.449,80.0,27.5
2023-03-21 19:00:00,1.618,2.39,5.721,7.322,83.0,27.45
2023-03-21 19:30:00,1.617,2.45,6.041,9.568,75.0,27.45
2023-03-21 20:00:00,1.66,2.94,5.768,8.841,80.0,27.45
2023-03-21 20:30:00,1.635,2.33,5.859,8.46,85.0,27.45
2023-03-21 21:00:00,1.7,2.62,5.773,8.752,75.0,27.4
2023-03-21 21:30:00,1.705,2.86,5.957,8.839,83.0,27.4
2023-03-21 22:00:00,1.537,2.64,5.376,8.548,75.0,27.35
2023-03-21 22:30:00,1.524,2.28,5.639,9.751,78.0,27.35
2023-03-21 23:00:00,1.552,2.55,5.471,8.388,80.0,27.3
2023-03-21 23:30:00,1.52,3.27,5.759,9.68,81.0,27.3
2023-03-22 00:00:00,1.608,2.44,5.663,9.413,83.0,27.3
2023-03-22 00:30:00,1.532,3.74,5.611,7.592,74.0,27.3
2023-03-22 01:00:00,1.627,2.31,5.652,8.146,74.0,27.3
2023-03-22 01:30:00,1.707,2.61,5.7,9.743,77.0,27.3
2023-03-22 02:00:00,1.712,2.94,5.962,8.817,83.0,27.3
2023-03-22 02:30:00,1.68,3.18,5.769,8.867,78.0,27.25
2023-03-22 03:00:00,1.823,3.02,5.87,8.89,74.0,27.25
2023-03-22 03:30:00,1.652,2.64,5.758,8.193,84.0,27.25
2023-03-22 04:00:00,1.711,2.8,5.921,7.293,83.0,27.25
2023-03-22 04:30:00,1.76,2.83,5.769,8.509,85.0,27.25
2023-03-22 05:00:00,1.668,2.63,5.585,9.404,81.0,27.25
2023-03-22 05:30:00,1.766,2.93,5.62,9.722,80.0,27.3
2023-03-22 06:00:00,1.692,3.09,5.449,10.106,81.0,27.25
2023-03-22 06:30:00,1.944,3.05,5.532,7.626,87.0,27.3
2023-03-22 07:00:00,1.964,3.36,5.796,9.721,84.0,27.3
2023-03-22 07:30:00,1.952,3.3,5.848,9.658,88.0,27.3
2023-03-22 08:00:00,2.02,3.61,5.791,8.945,94.0,27.3
2023-03-22 08:30:00,2.186,3.45,5.887,9.369,95.0,27.25
2023-03-22 09:00:00,2.165,3.42,5.879,7.978,99.0,27.3
2023-03-22 09:30:00,2.369,3.612,6.034,8.243,104.0,27.3
2023-03-22 10:00:00,2.445,4.407,6.132,9.277,102.0,27.3
2023-03-22 10:30:00,2.328,4.49,5.68,7.053,104.0,27.25
2023-03-22 11:00:00,2.279,4.31,5.964,8.118,109.0,27.25
2023-03-22 11:30:00,2.187,4.14,5.946,7.811,97.0,27.25
2023-03-22 12:00:00,2.116,3.66,6.075,9.29,98.0,27.25
2023-03-22 12:30:00,2.223,3.86,5.895,8.147,104.0,27.25
2023-03-22 13:00:00,2.105,3.23,6.076,9.373,98.0,27.25
2023-03-22 13:30:00,2.08,3.66,5.727,9.731,109.0,27.25
2023-03-22 14:00:00,2.143,3.27,6.107,8.875,112.0,27.25
2023-03-22 14:30:00,2.2,4.0,5.907,9.428,104.0,27.25
2023-03-22 15:00:00,2.114,3.59,5.732,9.716,102.0,27.25
2023-03-22 15:30:00,2.008,3.04,6.01,8.185,95.0,27.25
2023-03-22 16:00:00,2.174,3.32,5.853,8.536,101.0,27.25
2023-03-22 16:30:00,2.145,3.82,6.052,8.121,98.0,27.2
2023-03-22 17:00:00,2.055,3.3,5.808,8.21,91.0,27.2
2023-03-22 17:30:00,2.224,3.799,6.039,9.637,95.0,27.2
2023-03-22 18:00:00,2.065,3.82,5.972,9.446,108.0,27.2
2023-03-22 18:30:00,2.166,3.37,5.815,8.543,112.0,27.2
2023-03-22 19:00:00,2.208,3.34,5.984,8.17,94.0,27.2
2023-03-22 19:30:00,2.105,3.19,5.807,9.744,113.0,27.2
2023-03-22 20:00:00,2.166,3.36,6.052,9.048,99.0,27.15
2023-03-22 20:30:00,1.954,3.21,5.902,9.221,111.0,27.15
2023-03-22 21:00:00,2.004,3.56,6.02,8.753,102.0,27.1
2023-03-22 21:30:00,1.994,3.17,6.272,9.585,98.0,27.1
2023-03-22 22:00:00,1.912,3.05,6.061,8.499,92.0,27.05
2023-03-22 22:30:00,1.977,3.36,5.974,8.985,99.0,27.05
2023-03-22 23:00:00,1.839,3.05,5.791,8.2,102.0,27.05
2023-03-22 23:30:00,1.916,3.3,6.195,7.808,98.0,27.05
2023-03-23 00:00:00,1.818,2.88,5.861,8.241,102.0,27.05
2023-03-23 00:30:00,1.872,2.85,6.079,9.164,111.0,27.05
2023-03-23 01:00:00,1.747,3.25,5.782,9.279,88.0,27.05
2023-03-23 01:30:00,1.821,2.72,5.973,8.982,92.0,27.0
2023-03-23 02:00:00,1.875,3.64,5.901,8.618,109.0,27.0
2023-03-23 02:30:00,1.791,2.54,5.729,8.909,98.0,27.0
2023-03-23 03:00:00,1.877,3.08,5.865,8.652,88.0,26.95
2023-03-23 03:30:00,1.806,2.91,5.734,8.464,88.0,27.0
2023-03-23 04:00:00,1.769,2.81,5.689,8.189,91.0,26.95
2023-03-23 04:30:00,1.699,3.11,5.739,10.813,92.0,26.95
2023-03-23 05:00:00,1.784,2.74,5.809,7.877,92.0,26.95
2023-03-23 05:30:00,1.75,3.31,6.084,9.136,91.0,26.95
2023-03-23 06:00:00,1.718,3.04,6.153,7.742,105.0,26.9
2023-03-23 06:30:00,1.644,2.44,5.913,7.541,101.0,26.95
2023-03-23 07:00:00,1.739,2.99,6.124,7.904,109.0,26.95
2023-03-23 07:30:00,1.549,2.43,5.747,8.17,94.0,26.95
2023-03-23 08:00:00,1.608,2.72,6.087,8.449,92.0,26.9
2023-03-23 08:30:00,1.58,2.98,5.86,8.559,95.0,26.95
2023-03-23 09:00:00,1.579,2.95,5.813,7.271,90.0,26.95
2023-03-23 09:30:00,1.476,2.68,5.824,9.299,97.0,26.95
2023-03-23 10:00:00,1.635,2.61,6.274,8.853,119.0,27.0
2023-03-23 10:30:00,1.415,2.11,5.729,7.612,91.0,27.0
2023-03-23 11:00:00,1.506,2.68,5.845,7.851,99.0,27.0
2023-03-23 11:30:00,1.554,2.8,6.203,8.513,92.0,27.05
2023-03-23 12:00:00,1.486,2.82,5.811,8.902,94.0,27.05
2023-03-23 12:30:00,1.527,3.12,5.862,9.459,97.0,27.1
2023-03-23 13:00:00,1.47,2.65,6.005,7.925,95.0,27.1
2023-03-23 13:30:00,1.453,2.24,5.939,9.288,94.0,27.15
2023-03-23 14:00:00,1.401,2.12,5.691,8.089,91.0,27.15
2023-03-23 14:30:00,1.342,2.17,5.667,7.611,95.0,27.15
2023-03-23 15:00:00,1.354,2.55,5.724,7.352,99.0,27.15
2023-03-23 15:30:00,1.403,2.14,6.021,7.832,99.0,27.15
2023-03-23 16:00:00,1.41,2.38,6.25,8.65,92.0,27.15
2023-03-23 16:30:00,1.327,2.46,5.517,8.926,87.0,27.1
2023-03-23 17:00:00,1.337,2.24,5.722,7.869,91.0,27.05
2023-03-23 17:30:00,1.429,2.32,6.162,7.834,84.0,27.05
2023-03-23 18:00:00,1.358,1.92,5.753,7.622,87.0,27.0
2023-03-23 18:30:00,1.334,2.24,5.628,9.304,91.0,27.0
2023-03-23 19:00:00,1.293,2.17,5.887,7.878,84.0,27.0
2023-03-23 19:30:00,1.371,2.22,6.128,8.096,88.0,27.0
2023-03-23 20:00:00,1.331,2.21,5.794,8.878,92.0,27.0
2023-03-23 20:30:00,1.251,2.24,5.754,9.3,91.0,26.95
2023-03-23 21:00:00,1.34,2.07,6.259,7.034,95.0,27.0
2023-03-23 21:30:00,1.252,2.11,5.959,7.516,98.0,27.0
2023-03-23 22:00:00,1.175,2.09,6.097,8.943,95.0,27.0
2023-03-23 22:30:00,1.272,2.45,6.076,9.181,87.0,27.0
2023-03-23 23:00:00,1.265,2.0,6.306,8.535,94.0,26.95
